Date,Close,High,Low,Open,Volume
2016-08-01,106.90022277832031,107.36780541787832,106.2561961456522,106.92668870419614,34771700.0
2016-08-02,105.40927124023438,106.93553156635637,105.07401817160721,106.89142392584253,28691000.0
2016-08-03,106.2650146484375,106.30912901258974,105.07400085630357,105.31220765327453,17830300.0
2016-08-04,106.36205291748047,106.91786424827788,106.09738694506373,106.26500670832239,17526700.0
2016-08-05,107.89714050292969,108.14416476193693,106.72376854173906,107.05019057075309,28643400.0
2016-08-08,107.84420776367188,108.38237067031748,107.65893955938665,107.94125397509364,14625700.0
2016-08-09,107.95889282226562,108.18826863715391,107.75597619888875,107.8706641063329,12487700.0
2016-08-10,107.18254089355469,108.16182057009469,106.88258474876585,107.9677281324515,19138100.0
2016-08-11,107.69425201416016,107.98539070874183,107.25313522754838,107.65896186352225,21144600.0
2016-08-12,107.80008697509766,108.038286999846,107.30603175973262,107.48248245482934,12251200.0
2016-08-15,108.86760711669922,109.1234556203031,108.01183960865684,108.03830553473536,22048000.0
2016-08-16,107.98535919189453,108.62056825616723,107.8618470661644,108.58527811582918,20244300.0
2016-08-17,107.66775512695312,108.07358164624254,107.04137027777344,108.02064980095881,20632600.0
2016-08-18,108.46178436279297,108.48825028980315,107.66777289795192,107.70306304426788,16244600.0
2016-08-19,108.46178436279297,108.57647229013944,107.87950704494048,108.31179955822337,17379500.0
2016-08-22,108.70879364013672,108.81465733355444,107.92360650305946,108.23238682703823,16929700.0
2016-08-23,109.467529296875,109.80277558844018,109.05287849386373,109.05287849386373,21539400.0
2016-08-24,108.57644653320312,109.61748204439009,108.31177386407376,109.34399188895384,21533400.0
2016-08-25,108.78819274902344,109.12344573138874,108.17063209346577,108.17945631166127,17023200.0
2016-08-26,108.56766510009766,109.75868584962909,107.89717240764664,108.91173566701306,26734400.0
2016-08-29,109.13226318359375,109.54691393686616,108.72643664851398,108.75290257218562,14013900.0
2016-08-30,109.33517456054688,109.54690867064761,108.84994354687228,109.24695257558041,14031300.0
2016-08-31,108.71763610839844,109.29990671265904,108.11771706500143,109.20286049013104,29236300.0
2016-09-01,108.79702758789062,109.0705178004917,107.65012142314488,108.81466929509745,22964700.0
2016-09-02,109.84691619873047,109.86455791054064,109.07054626090802,109.40579936347999,23083300.0
2016-09-06,109.9527816772461,110.25274463005181,109.37051094554268,110.20863025346281,13711000.0
2016-09-07,110.64088439941406,110.66735032219046,109.82040713881526,109.88216320226222,17830500.0
2016-09-08,110.42035675048828,110.64091514278545,110.07627946606937,110.5526864011402,16265500.0
2016-09-09,106.97080993652344,109.58222024149174,106.93551978945405,109.55575431391654,54239000.0
2016-09-12,108.46178436279297,108.48825028980315,106.37971284650186,106.47675906614394,33408100.0
2016-09-13,106.37970733642578,107.77363775462327,105.76213990424505,107.68540902794972,47536200.0
2016-09-14,106.39733123779297,107.16487660742033,106.12384107741221,106.5473092785885,30545500.0
2016-09-15,107.66775512695312,107.80009147106851,106.31793922496952,106.46791727387746,29499800.0
2016-09-16,107.50897216796875,107.66777446324565,106.83847284003211,107.66777446324565,31940500.0
2016-09-19,108.22358703613281,108.99995686126411,107.62366795803489,107.91480664245913,22807000.0
2016-09-20,107.7647933959961,108.71760692638519,107.7647933959961,108.6911342747864,16877900.0
2016-09-21,109.32637786865234,109.37049223769556,107.72071310673138,108.14418816446016,30784700.0
2016-09-22,110.89673614501953,110.98496487010877,109.9792193284332,110.04097539745165,36287700.0
2016-09-23,110.11153411865234,111.05552346412343,110.11153411865234,110.77320908223224,26118000.0
2016-09-26,109.01811218261719,109.84969911011365,108.90310052545047,109.52237485389551,20028000.0
2016-09-27,109.46044158935547,109.59313695587481,108.64653842748018,108.9650208061466,16939500.0
2016-09-28,110.30087280273438,110.37164816181,108.87655076150848,109.65505946281125,19426400.0
2016-09-29,108.6907730102539,110.26548766366393,108.54922228884136,110.24779719824231,26657700.0
2016-09-30,109.88505554199219,110.38931806985906,108.69075026541366,109.18616418766645,31764500.0
2016-10-03,109.5400619506836,109.78776897463682,108.92963624914869,109.54891055854198,18674300.0
2016-10-04,109.0003890991211,109.97352652772732,108.50497515354166,109.71697094890689,26057300.0
2016-10-05,109.65503692626953,110.30085013346373,109.38963950854556,109.42502718081043,24317300.0
2016-10-06,109.5400619506836,109.71699361079013,108.65539015113049,109.47813519469528,18937100.0
2016-10-07,108.66423797607422,109.98239705804828,108.13343625006878,109.73469003587975,28732700.0
2016-10-10,109.96471405029297,110.35396507602572,108.66424534619414,108.66424534619414,21481700.0
2016-10-11,107.95648956298828,109.79660837157216,107.34606391266247,109.74353022789501,31931300.0
2016-10-12,107.86802673339844,108.4696037933003,107.51415668354268,108.00957070363486,20210400.0
2016-10-13,106.97450256347656,107.40799656511689,106.25792063145293,107.03642931378096,26302500.0
2016-10-14,106.5409927368164,107.7883760856476,106.51445367081057,107.36373753053797,24554600.0
2016-10-17,106.41718292236328,106.9125970230814,106.30217800598541,106.673738581524,17119500.0
2016-10-18,107.027587890625,107.55838957388976,106.74449320958315,107.50530468090656,19158900.0
2016-10-19,107.47877502441406,107.88572324221641,106.60295183282878,107.19568031857285,18477400.0
2016-10-20,107.16028594970703,107.92995279701746,106.52332796344398,107.16913455701214,20485600.0
2016-10-21,107.10718536376953,107.37258953123724,106.24905287173341,106.39060356091841,21093700.0
2016-10-24,107.78840637207031,108.46960742199549,107.44338491803394,107.96534477767233,15421600.0
2016-10-25,106.98332977294922,107.92107944700345,106.69138654440125,107.76183829956894,16459800.0
2016-10-26,105.92173767089844,107.04526767589456,105.68287255007847,106.25791046187555,24975300.0
2016-10-27,104.70973205566406,106.28444643787473,104.47086694179555,106.26675597549979,29525700.0
2016-10-28,104.41781616210938,105.30248800182835,104.17010912690974,104.66552319730901,35473700.0
2016-10-31,104.83361053466797,104.95746404934725,104.21434296127153,104.55051582261383,20311800.0
2016-11-01,103.55081939697266,105.01052222077702,102.86961844632216,104.97514129432288,34147200.0
2016-11-02,102.232666015625,103.50659550475748,102.08227343691071,103.39159060624242,29859900.0
2016-11-03,101.73724365234375,102.83423465055859,101.63108062044839,102.54229812448763,22717500.0
2016-11-04,102.39191436767578,103.41813691674388,101.78149540267111,102.0026633572623,35237200.0
2016-11-07,104.8955307006836,105.11669864150055,104.13471244431248,104.39126806560134,32370900.0
2016-11-08,105.16976165771484,105.6828728264763,104.13469746347839,104.65665723846233,26196800.0
2016-11-09,108.40767669677734,108.66423231337089,104.4355024422636,104.46204151475435,77416800.0
2016-11-10,110.14163208007812,110.93783799923366,108.47845163190529,109.92931275147325,83440700.0
2016-11-11,112.67179870605469,112.99028108756538,110.1858731582446,110.61051183391882,95612800.0
2016-11-14,114.25535583496094,115.23734205800632,113.58301013682058,114.07842417745245,83119400.0
2016-11-15,114.60921478271484,114.9099999034923,113.50337522189942,113.98994732846182,38704500.0
2016-11-16,114.60037994384766,115.00733491465314,114.14920218190679,114.3438310593763,42325500.0
2016-11-17,115.27273559570312,115.74161055902654,114.78616341705994,114.96309507319744,42576900.0
2016-11-18,115.88314056396484,115.97159962670732,115.27271498526576,115.61773637770207,41380600.0
2016-11-21,116.42280578613281,116.77666908070903,115.54697590838052,116.16624342339857,32293100.0
2016-11-22,117.48439025878906,117.57284931868519,116.48470703894048,116.88280655601613,39681500.0
2016-11-23,118.21868133544922,118.23636504981829,116.86513474019209,117.20130080044629,37939200.0
2016-11-25,118.60795593261719,118.63449500697011,118.13906745466743,118.3071572582497,13373400.0
2016-11-28,117.06861114501953,118.5460113078545,116.90936321481747,118.5194722359907,32505700.0
2016-11-29,117.00666809082031,117.74094718347496,116.86513088544326,117.227836004306,27993700.0
2016-11-30,116.43167114257812,117.74098179558405,116.33435669207634,117.59058919008531,32491200.0
2016-12-01,115.86547088623047,117.26325400030223,115.26388702113917,116.99784975096846,39815900.0
2016-12-02,115.80352783203125,116.30779721409728,115.46736174300698,115.83892226183575,24054100.0
2016-12-05,117.79402923583984,117.953277158329,116.6793477744902,116.75012312903887,27547100.0
2016-12-06,119.06796264648438,119.35106407425336,117.43132807638426,118.12137093279733,27820000.0
2016-12-07,120.22685241699219,120.47455935906244,118.7052163448373,119.06793490251727,31825800.0
2016-12-08,122.12008666992188,122.27049275178061,120.13843052049975,120.53653012201616,49048900.0
2016-12-09,122.35892486572266,122.81011601382788,121.86351093754344,122.43854206867636,34313500.0
2016-12-12,121.06734466552734,122.58898128463338,120.76654598573512,122.0404755737328,34592900.0
2016-12-13,121.07615661621094,122.12891798788142,120.52766453981822,121.66888497273604,32624600.0
2016-12-14,119.56338500976562,121.50967371427666,119.26259984598484,120.68692194391154,45923700.0
2016-12-15,120.45694732666016,121.32392213980329,119.39534358621617,119.75804886070964,41352500.0
2016-12-16,120.23570251464844,121.66886597382684,119.9879955834081,120.62496012060191,39348200.0
2016-12-19,121.0230712890625,121.36809265516771,120.23571414594977,120.35071226864042,33393900.0
2016-12-20,122.04926300048828,122.27043083366624,121.19113072783676,121.44767947475735,31753600.0
2016-12-21,121.25310516357422,122.21739410958607,121.20886887726685,121.95200338978047,23215900.0
2016-12-22,120.20755767822266,121.47784971006949,119.75450546864853,121.30906661667503,34737900.0
2016-12-23,120.84712982177734,120.91819709714181,120.16313271145088,120.33191579610438,17081400.0
2016-12-27,121.38899993896484,121.96641643976312,120.99815027581504,121.0159069277563,13571700.0
2016-12-28,120.14540100097656,121.68219235339916,119.77230785178905,121.60224672600923,22712400.0
2016-12-29,120.25198364257812,121.04258862083243,119.64793199838377,120.18091635125529,21312900.0
2016-12-30,119.79008483886719,120.48297409149697,119.39032956990992,120.45632554752673,28399300.0
2017-01-03,120.38519287109375,121.54889050819615,119.47910220404599,121.24686480407841,29792400.0
2017-01-04,122.39276885986328,122.55267356101005,120.82043814626456,120.85597854860472,34499400.0
2017-01-05,120.98039245605469,122.37504883922271,120.37632736079968,122.13521202119416,30286900.0
2017-01-06,120.53624725341797,121.44233823265563,120.52735537072496,121.17583929115052,23436000.0
2017-01-09,119.74559783935547,120.56285101633922,119.4790989968252,120.40294628894338,24077900.0
2017-01-10,120.89152526855469,121.14914578644692,119.71005745833472,119.92325924334614,21684900.0
2017-01-11,121.10475158691406,121.51337148092956,120.29637657068317,121.01591410315577,27428800.0
2017-01-12,120.17202758789062,121.00705124505112,118.67076338146785,120.95375416986192,41844200.0
2017-01-13,121.0425796508789,121.67329334294219,120.50070345506077,120.50070345506077,27784500.0
2017-01-17,119.39915466308594,120.5362037520959,119.1504260220334,120.45625816490637,28197800.0
2017-01-18,119.79008483886719,119.87003047077788,118.99058785565458,119.71012565225459,21289700.0
2017-01-19,118.81291198730469,120.3141763710739,118.29768427511347,120.04767740894737,34105900.0
2017-01-20,119.42584228515625,119.81670557895431,118.81289880667283,118.81289880667283,29286100.0
2017-01-23,118.92839813232422,119.63904395898419,118.25326562041684,119.06164083614789,20537000.0
2017-01-24,120.7494125366211,121.06033016820332,119.23039190269948,119.33698603709492,34313800.0
