Date,Close,High,Low,Open,Volume
2016-04-25,49.00202178955078,49.173069344539506,48.984327990750025,49.10228964938763,8972400
2016-04-26,49.167137145996094,49.17303657498117,49.04917556596963,49.12585014299225,8291000
2016-04-27,49.45616912841797,49.49156121881433,49.19665263188286,49.21434642710708,10505400
2016-04-28,49.37358856201172,49.5682292836627,49.33820097623784,49.4443682335068,9229000
2016-04-29,49.45616912841797,49.49156121881433,49.1612605414865,49.32640863017645,20284700
2016-05-02,49.47515869140625,49.492933474235734,49.35073069105494,49.40405503954337,11420700
2016-05-03,49.1551628112793,49.30921834983681,49.08405921182007,49.29736548965611,18449200
2016-05-04,48.971492767333984,49.0959206978426,48.94779156335009,49.06629306272713,17645200
2016-05-05,48.93003845214844,49.131491994382706,48.90633723767186,49.12557008117189,18782100
2016-05-06,48.900394439697266,49.007047608878814,48.710789307879274,48.722642171423296,16204400
2016-05-09,48.81151580810547,48.93594375145551,48.75226505230206,48.82336867159189,11622800
2016-05-10,49.22627258300781,49.23812092413248,48.84113594859424,48.84113594859424,11420700
2016-05-11,49.19072341918945,49.3921814027167,49.1373990980027,49.22627748718994,20692000
2016-05-12,49.267765045166016,49.32108937888525,49.15518542436712,49.32108937888525,11312400
2016-05-13,49.04853439331055,49.285541990420526,49.024833181545155,49.220364788201685,11332400
2016-05-16,49.32109832763672,49.344799542660155,49.10186999962287,49.13741956188576,12981700
2016-05-17,49.220359802246094,49.36848897036656,49.184810248471095,49.2381345791336,7489900
2016-05-18,49.22627258300781,49.374401710048254,49.08999179709205,49.23812092413248,16612500
2016-05-19,49.08999252319336,49.12554658817765,48.93593696304082,49.05444297875134,20290200
2016-05-20,49.261810302734375,49.27366316155623,49.095906443557325,49.095906443557325,10556700
2016-05-23,49.273685455322266,49.53438970032361,49.1551794161915,49.24998424749611,10457400
2016-05-24,49.56995391845703,49.56995391845703,49.36256943766593,49.39812351695406,10838400
2016-05-25,49.64698028564453,49.724005837704574,49.62327907257741,49.670681498711666,15119600
2016-05-26,49.5047721862793,49.7358533380702,49.49884575351593,49.7358533380702,12269000
2016-05-27,49.58771896362305,49.58771896362304,49.49291413152395,49.52846368328951,6225600
2016-05-31,49.540306091308594,49.694361650682154,49.486977254372945,49.62325804161537,11994100
2016-06-01,49.6189079284668,49.64272364519132,49.3569441292641,49.41052608510664,16488600
2016-06-02,49.63079833984375,49.66056910951743,49.481953576238745,49.53553551079333,12118900
2016-06-03,49.72013092041016,49.74989716255764,49.553425428755574,49.67845454749651,13093000
2016-06-06,49.94040298461914,49.97017375997696,49.78560767142967,49.88086597628607,16126200
2016-06-07,50.160682678222656,50.22021967203506,49.9701615725941,49.99993234069103,18423500
2016-06-08,50.35123443603515,50.36909509081371,50.220250244480106,50.22620531020104,14652800
2016-06-09,50.15473937988281,50.35121559369039,50.09520237210605,50.35121559369039,11188300
2016-06-10,49.9106330871582,50.023752031970965,49.80941972618491,49.95230944416969,15259900
2016-06-13,49.577247619628906,49.89875308598171,49.577247619628906,49.71418689955851,17257900
2016-06-14,49.41048431396485,49.5593290108736,49.279500253904395,49.493836980843376,20578800
2016-06-15,49.434349060058594,49.642730934014544,49.39862775091877,49.57128831573489,14202800
2016-06-16,49.464080810546875,49.5057571524485,49.088989191051645,49.32714166293834,19195500
2016-06-17,49.49388885498047,49.61296746274058,49.452212477860535,49.47007313342844,16113800
2016-06-20,49.78561019897461,49.99399200991088,49.73202370908654,49.85110227418069,13368400
2016-06-21,49.97614288330078,49.99995860181059,49.79157220044571,49.87492494403812,12141800
2016-06-22,50.023780822753906,50.08332240336662,49.946383127296166,50.00592016552403,10759500
2016-06-23,50.39289093017578,50.39289093017578,50.202369783729054,50.24404614256482,9920200
2016-06-24,49.56531524658203,50.13092363364407,49.356933448316155,49.41051539256344,31416700
2016-06-27,48.85087966918945,49.45220956906601,48.82706394903827,49.41648826003133,27244200
2016-06-28,49.464080810546875,49.48194145102177,49.231883399612016,49.315236083415265,13910300
2016-06-29,50.08927154541016,50.19048950422796,49.73799984988897,49.76181557299994,23604300
2016-06-30,50.42863464355469,50.48817621897407,49.97614955858169,50.04759218126982,26304600
2016-07-01,50.528526306152344,50.66610586103948,50.396925296243055,50.426836276231455,16343000
2016-07-05,50.24138641357422,50.42682623779227,50.157641162807565,50.42682623779227,12078200
2016-07-06,50.46273422241211,50.46871733216321,50.09784211177949,50.17560428344156,9607000
2016-07-07,50.528526306152344,50.60628846483747,50.396925296243055,50.47468745492819,13058100
2016-07-08,51.19847869873047,51.22838967302456,50.7199350564425,50.73787981550939,21395600
2016-07-11,51.22840881347656,51.39589937904548,51.204480937855905,51.228408813476555,18313500
2016-07-12,51.371944427490234,51.635146356819384,51.35998277787219,51.4796175291455,16074300
2016-07-13,51.222434997558594,51.38394704635924,51.15065592144849,51.36600227733172,13040300
2016-07-14,51.32411193847656,51.38991244474903,51.20447257990169,51.383929335876566,7764400
2016-07-15,51.222434997558594,51.407874926321426,51.204490228531064,51.354036055462394,9163800
2016-07-18,51.395851135253906,51.40781734371972,51.22237762267046,51.252288580063635,7447200
2016-07-19,51.258296966552734,51.36597007699616,51.16856861388762,51.282224831515,7349700
2016-07-20,51.38990020751953,51.437751375780024,51.234371360294965,51.33007826058976,7247500
2016-07-21,51.31813430786133,51.49160797348221,51.28822332408087,51.312151198350165,11265000
2016-07-22,51.545413970947266,51.5992527994412,51.28221662602279,51.33006778451723,10523500
2016-07-25,51.3001708984375,51.49756780280987,51.25231516729172,51.49756780280987,14768400
2016-07-26,51.102760314941406,51.29417864160698,51.072849347367175,51.26426767403275,14292600
2016-07-27,51.258296966552734,51.27624172433104,51.04892928907627,51.19249647884989,11730800
2016-07-28,51.042945861816406,51.150618961957534,50.98910702985926,51.150618961957534,17968100
2016-07-29,51.090797424316406,51.102759072791606,50.839557168609225,50.95321336610122,15202400
2016-08-01,50.80418395996094,51.06256141494005,50.762122727026224,51.05655135756922,18335300
2016-08-02,50.73209762573242,50.84025578067536,50.64797512570264,50.78617441103768,21959800
2016-08-03,50.96039962768555,51.008470909360526,50.74408344447789,50.77412914160718,13733700
2016-08-04,51.284889221191406,51.35098610715508,51.074583031457514,51.14668997550818,11832000
2016-08-05,51.39906311035156,51.54327243013426,51.38103751842018,51.45313988614571,12314900
2016-08-08,51.609344482421875,51.63338012153857,51.43508953707288,51.495176342699914,10800900
2016-08-09,51.78961563110352,51.82566680189315,51.6273761938902,51.63939630704005,13772300
2016-08-10,51.693504333496094,51.82569815213101,51.67547873719729,51.80166249562168,7250400
2016-08-11,51.81964492797851,51.89175183744396,51.73552249243329,51.7775837102059,6732600
2016-08-12,51.861717224121094,51.87373733709745,51.747553656825055,51.78961488358252,3996500
2016-08-15,52.01796340942383,52.04800911724255,51.87375409742299,51.96989211064643,9396400
2016-08-16,51.90980529785156,52.035989018938714,51.88576964845429,52.035989018938714,8104400
2016-08-17,51.981895446777344,52.005931088406896,51.86772729511947,51.94583969216808,14139600
2016-08-18,52.18621444702149,52.18621444702149,51.98792375472561,52.02397952517243,8582700
2016-08-19,52.03001022338867,52.16220408233832,52.0059791438834,52.1201428167029,7474000
2016-08-22,51.94587326049805,52.01197017160981,51.86175075259815,51.975918978033526,5364700
2016-08-23,52.1201286315918,52.16819994618743,52.02999606280822,52.07806737740385,7476400
2016-08-24,51.97591400146485,52.144159001155586,51.96990394166662,52.11411787082933,6655300
2016-08-25,52.07203674316406,52.13812903838502,51.99391974860452,52.00593986361245,7482800
2016-08-26,52.011932373046875,52.28833535303841,51.92180445460471,52.04197806874728,10544900
2016-08-29,52.270320892333984,52.300366594428034,52.07203484523696,52.090060432761184,10038500
2016-08-30,52.30037307739258,52.36045990469832,52.15015371696269,52.270327371574176,16157400
2016-08-31,52.09607696533203,52.29436763885522,52.04801024984003,52.25831645615335,16985000
2016-09-01,52.19928359985352,52.21738666098839,51.96997048542195,52.1389385280593,14952700
2016-09-02,52.440670013427734,52.51911814863419,52.271701965885214,52.356185989656474,13540100
2016-09-06,52.5009880065918,52.50702389204324,52.41046814094652,52.42253991184942,12662000
2016-09-07,52.35617446899414,52.50703942167931,52.31996374960727,52.47082870229245,8245100
2016-09-08,52.259620666503906,52.392382566534984,52.2535847790389,52.36220773324314,8430700
2016-09-09,51.75874710083008,52.23548091447783,51.74064404274763,52.108754903867634,25087600
2016-09-12,51.93976211547851,52.03631785124049,51.62596518231389,51.65613539671634,17718300
2016-09-13,51.54150390625,51.87943992212861,51.457015298247434,51.81305897557632,21907200
2016-09-14,51.529449462890625,51.78290156004333,51.46910438319252,51.61393349527486,14257700
2016-09-15,51.8311767578125,51.85531570923765,51.55962161133956,51.59582773646016,9964800
2016-09-16,51.843204498291016,51.855271661736246,51.64406177121738,51.76475182179093,8396600
2016-09-19,51.873416900634766,51.93979786365087,51.78893287571137,51.87945278928188,9855500
2016-09-20,51.81303405761719,51.957863051337775,51.72855009427762,51.89751802095676,8705600
2016-09-21,52.24152374267578,52.27169857951095,51.82513493532565,51.84324259984697,17484300
2016-09-22,52.416534423828125,52.57946659325206,52.32601450568848,52.41653442382813,11813600
2016-09-23,52.35617446899414,52.48290047676573,52.31996374960727,52.38031341390772,13122600
2016-09-26,52.126853942871094,52.30789371780321,52.0846119425913,52.24151277393028,6590500
2016-09-27,52.277713775634766,52.28374966195104,51.97598391627261,52.054436626287426,8516500
2016-09-28,52.62771224975586,52.63978402026259,52.181153425667645,52.36822443223876,11149300
2016-09-29,52.4285774230957,52.61565306206697,52.23547050198794,52.60358128972964,13425800
2016-09-30,52.65790557861328,52.67600863670423,52.48893756438698,52.50100473510325,12158000
2016-10-03,52.62518310546875,52.679738222668114,52.52214020291418,52.62518310546875,10708800
2016-10-04,52.53422927856445,52.73425688005556,52.46755341140075,52.69788990687098,11057500
2016-10-05,52.67364883422851,52.72819929930538,52.58878947222779,52.71607851522887,9424500
2016-10-06,52.703975677490234,52.728221880515235,52.570628497588274,52.71610109124792,9455200
2016-10-07,52.825218200683594,52.84946440899067,52.57669803390453,52.72823336745526,10824200
